private_cofinancing,project_name,lat,description,beneficiary_name,public_cofinancing,long,fund,eu_amount,address,duration
1320867,Innovatiesnelweg,52.6440873,"Eenderde van het jaarlijkse landelijke energieverbruik en de jaarlijkse landelijke CO2 emissie wordt gevormd door de fossiele energie die in de gebouwde omgeving gebruikt wordt voor het verwarmen, koelen, ventileren, verlichten en gebruik van gebouwen. Juist in de bouwsector blijken echter veel bedrijven erg terughoudend te zijn als het gaat om duurzame en vernieuwende technieken. Zowel de landelijke als de provinciale overheid willen de komende jaren in hoog tempo de gebouwde omgeving verduurzamen. Alle partijen in de keten van productie, levering, montage en gebruik van duurzame en energiebesparende technieken in de gebouwde omgeving gemotiveerd en met kennis van zaken zullen aan de slag moeten. Het project Innovatiesnelweg stimuleert een duurzaam gebouwde omgeving in Noord-Holland. Het project richt zich daarom op marktintroducties, kennisontwikkeling, kennisverspreiding en het ontwikkelen van een kwaliteitslabel. Met bijna 50 bedrijven uit de bouwsector is een samenwerkingsovereenkomst afgesloten. Samenwerking is cruciaal bij duurzaam bouwen. Zo worden er diverse bijeenkomsten voor geïnteresseerde organisaties gedurende het project georganiseerd. Ook worden er pilot projecten geselecteerd om ervaring op te doen op het gebied van duurzaam bouwen. Daarnaast richt het project Innovatiesnelweg zich op het verhogen van het kennisniveau op het gebied van duurzaam bouwen door een aantal deelprogramma's uit te werken voor mbo, hbo en de vakopleidingen. De kennisontwikkeling, na afloop van het project, zal een blijvend gevolg hebben voor de branche in combinatie met kwaliteitsbewustzijn, gestimuleerd door het kwaliteitslabel, zal ervoor zorgen dat innovaties sneller en beter kunnen worden doorgevoerd in de bouwkolom. Samenwerking tussen : DWA Installatie- en energieadvies, provincie Noord-Holland, NHN, Ontwikkelingsbedrijf Noord-Holland Noord en het CO2 Servicepunt, Vacpunt Wonen, HiteQ, ESPEQ, INHolland, OTIB, SVE, Meer met Minder en ECN en daarnaast een groot aantal ondernemingen uit de bouw.",Ontwikkelingsbedrijf noord-Holland Noord,1082982,4.7275224,EFRO,782204,1817MS,Looptijd: van 11 augustus 2008 tot 31 december 2015
,Cultuurhuis Hommeles: activiteiten voor de wijk,52.3928112,"Cultuurhuis Hommeles geïnspireerd door Annie M.G. Schmidt Cultuurhuis Hommeles staat in Almere-Buiten en is een samenwerkingsproduct van ROC Flevoland en de Stichting Annie M.G. Schmidt Huis. Dit Cultuurhuis biedt enerzijds wijkbewoners een divers cultureel aanbod en anderzijds wordt Hommeles gebruikt als leerwerkplek voor de leerlingen van ROC Flevoland. In de programmering van Hommeles is het eigenzinnige gedachtegoed van Annie M.G. Schmidt – eigenwijs, stout en tegendraads – een leidende inspiratiebron. Kansen voor West heeft een bijdrage geleverd aan de activiteiten van Hommeles als cultureel wijkcentrum. Aan zo’n centrum hadden de inwoners van het stadsdeel Almere-Buiten, met circa 55.000 inwoners, grote behoefte. Hommeles is een culturele ontmoetingsplek geworden, die kinderen én volwassenen aanspreekt, die de fantasie prikkelt en die aanzet om zich uit te leven in de eigen creativiteit. De programmering die de inwoners van Almere-Buiten krijgen aangeboden is breed en divers op het gebied van literatuur, film, media en podiumkunsten. Met als bijkomend voordeel dat de vele georganiseerde activiteiten de mensen uit de wijk dichter bij elkaar heeft gebracht. Buiten het aandachtsveld van Kansen voor West maar niet minder belangrijk viel de onderwijsfunctie die Hommeles ook vervult. Leerlingen van allerlei opleidingen binnen het ROC Flevoland werken hier aan allerlei opdrachten en activiteiten als voorloper voor hun stage of beroepspraktijk. De wijkbewoners zijn voor hen een veilig, maar reëel publiek. Ook zijn de leerlingen – onder begeleiding – grotendeels verantwoordelijk voor het reilen en zeilen van het Cultuurhuis.",ROC van Flevoland,219135,5.2774929,EFRO,219135,1334PA,Looptijd: van  1 september 2010 tot  1 juni 2014
2146500,To the next Level,53.1987675,"De gamesindustrie ontwikkelt zich zeer snel, ook in Nederland. Onderzoeken wijzen uit dat zowel het aantal bedrijven in de gamesindustrie als het aantal werknemers binnen deze bedrijven snel groeien. Het aantal innovaties dat tot stand komt binnen deze sector is aanzienlijk. Een veel belovende ontwikkeling betreft serious gaming. In serious gaming staat een nuttige toepassing van de game centraal. Deze toepassingen zijn zeer divers, uiteenlopend van educatie in een gaming omgeving tot het oefenen van hulpverlening bij een terroristische aanslag.
Serious gaming staat internationaal gezien nog in de kinderschoenen maar wordt een grote toekomt toegedicht in het onderwijs, gezondheidszorg en veiligheid (SenterNovem, 2009). Op het gebied van serious gaming is nog beperkte kennis en ervaring. De regio die als eerst adequaat hier op inspeelt en in korte termijn veel kennis en ervaring op doet, zal een blijvend voordeel verkrijgen boven andere regio’s.
Om deze redenen zet stichting GameAcademy zich in om de (serious) gamesindustrie in het Noorden van Nederland te vergroten. Het plan ‘To The Next Level’ behelst een aantal uiteenlopende projecten. Door het opzetten van deze indrukwekkende projecten, zal het Noorden dè plek zijn voor iedereen die zich bezig houdt met of geïnteresseerd is in (serious) gaming.",Stichting Game Academy i.o. Leeuwarden,2445127,5.7911563,EFRO,1241373,8911 BB,Looptijd: van  6 oktober 2009 tot 31 december 2014
,Poorten van Salland - Herinrichting Mr.H.F. de Boerlaan,52.2557667," . Daarnaast wordt ook de bereikbaarheid van de werk- en woongebieden voor fietsers, OV en auto’s verbeterd en wordt een economische en stedelijke vernieuwing in de schil van 19e en vroeg 20e eeuwse woon- en werkgebieden rond de binnenstad gecreeerd. Fietsers en openbaar vervoer krijgen meer prioriteit. Het project omvat de aanleg van een parallelweg annex fietsverbinding in de Mr. H.F. de Boerlaan, de aanleg van een nieuw profiel wegtracé en het aanpassen van het verblijfsgebied Havenkwartier. ",Gemeente Deventer,800000,6.1619228,EFRO,300000,7411 TH,Looptijd: van  1 september 2013 tot 30 juni 2015
300000,"Geavanceerde simulatoren voor het beroeps-, en praktijkonderwijs",53.3655262,Het project omvat de uitbreiding van het bestaande simulatorcentrum op de zeevaartschool Terschelling (NHL) met twee simulatoren op het gebied van sleephopper zuigtechniek (baggeren) en calamiteitenbestrijding.,Noordelijke Hogeschool Leeuwarden,98241,5.2209176,EFRO,150000,8881 EG,Looptijd: van  6 oktober 2009 tot 31 december 2013
,Cartesius Institute,51.9816605,"In het kennisinstituut Cartesius werkten de drie Technische Universiteiten van Delft, Eindhoven en Twente samen aan duurzame innovaties in Noord-Nederland. Cartesius maakte de kennis toegankelijk en werkte aan de voorbereiding van daadwerkelijke marktintroducties.  In maart 2010 is het Cartesius Institute opgeheven: ,,Het bedrijfsleven vroeg vooral om korte en makkelijk toepasbare projecten waar men in de samenleving echt op wacht'', aldus directeur Yvonne Bleize. ,,Als we daarop willen inspelen, moeten we een andere koers in. Daar krijgen we nu geen subsidies voor.''",Stichting Kenniscentrum Duurzame innovaties,,5.8462291,EFRO,,8933 AD,Looptijd: van 23 april 2008 tot  2 juli 2013
,Fhealinc - Innovatie in voeding en gezondheid,51.6900521,"Projectbeschrijving
Fhealinc ondersteunt en stimuleert ondernemingen en kennisinstellingen bij het bedenken, ontwikkelen, implementeren en vermarkten van innovatieve producten en diensten op het snijvlak van voeding en gezondheid. Dit gebeurt door middel van toegepast onderzoek in samenwerking met onderwijs, onderzoek en bedrijfsleven. Dit zal resulteren in nieuwe product-marktcombinaties en nieuwe bedrijvigheid.",HAS KennisTransfer,816015,5.2879774,EFRO,544011,5223 DE,Looptijd: van  1 januari 2010 tot  1 juli 2012
,Revitalisering Bahco 3 (Werkas Emmen),52.784376,Het project omvat de 3e fase herstructurering van de Werkas Emmen. Hier zijn meer dan 500 bedrijven gehuisvest met circa 12.300 arbeidsplaatsen. De uitvoering is gebaseerd op een Masterplan 2020. Publieke - en private partners werken samen aan de realisering van een dynamisch en duurzaam werklandschap op de Werkas.,Gemeente Emmen,,6.8931254,EFRO,4000000,7811 AP,Looptijd: van 16 oktober 2009 tot  1 augustus 2013
500000,Centrum Duurzaam ROC Friese Poort,,"Het project betreft de realisatie van een centrum dat gebruikt wordt voor instructie, informatie en innovatie op het gebied van duurzaamheid. De locatie van dit ‘Centrum Duurzaam’ zal in een gebouw aan de Anne Wadmanwei in Leeuwarden gerealiseerd worden, dat reeds in eigendom is van het ROC Friese Poort. Omdat het gebouw in haar huidige vorm qua indeling, uitstraling en duurzaamheidsprestatie niet voldoet aan de ambities voor het Centrum Duurzaam, is een verbouwing nodig. De verbouwing is onderdeel van onderhavig projectplan.",ROC Friese Poort,4030240,,EFRO,500000,,Looptijd: van 16 oktober 2009 tot 31 december 2014
,Projectplan Oostelijke Waalkade,51.846827," Ook wordt de band van de Waalkade versterkt met de Nijmeegse binnenstad, het natuurcentrum de BasteÍ, de Lindenberghaven, het Valkhofkwartier en het natuurgebied de Ooy. Het plan Waalkade-Oost maakt deel uit van het lopende programma ‘Nijmegen omarmt de Waal’, waarvoor Nijmegen twee jaar geleden de aanzet gaf. Dat behelst concreet vijf grote projecten, waaronder de dijkteruglegging in Lent, verbetering van het Waalfront en de nieuwe Stadsbrug. Er komt er een groenverbinding tussen Waalkade en ’t Meertje, komt er een openbare aanlegsteiger en wordt de Waalkade toegankelijker gemaakt voor mindervaliden",Gemeente Nijmegen,934712,5.8661581,EFRO,862895,6511 PP,Looptijd: van  3 juni 2013 tot 31 december 2015
20000,Vizier op toekomst: agribusiness N-Holland,52.699897,"Pijlen van AgriVizier gericht op innovaties in agrarische sector Het project AgriVizier werd opgezet om in de regio Noord-Holland Noord de internationale concurrentiepositie van de agribusiness te versterken. De economische positie van deze sector is al jaren sterk, enerzijds door de uitstekende natuurlijke condities (bodem en licht), anderzijds door de nabijheid van Schiphol, vanwaar allerlei producten over de hele wereld geëxporteerd worden. Maar om die positie te kunnen handhaven en verder te laten groeien, was het nodig de inzet van kennis, innovatie en ondernemerschap op te voeren. Daarvoor werd de agrarische bedrijfstak als een van de economisch speerpunten in de regio aangewezen. Kansen voor West leverde een financiële bijdrage aan dit project, waarin onderwijs, onderzoek en advies samenwerkten om ondernemers uit de agrarische bedrijfstak te ondersteunen bij innovaties. De opgerichte Agriboard speelde hierbij een coördinerende en adviserende rol. Er kwam een regionale kennis- en innovatieagenda met daarin de thema’s die op lange termijn zeer relevant zijn voor de agrarische bedrijfstak. Verder werden samen met pionierende ondernemers uit de regio innovatieclusters ontwikkeld en zorgde een innovatieplatform ervoor dat de opgedane kennis beter werd ontsloten en verspreid. Verschillende deelprojecten werden ondersteund, zoals het project waarin de universiteit van Wageningen met telers en technische toeleveranciers samen aan de ’ziekzoekrobot’ werkte, een machine voor het automatisch doorzoeken van het gewas om viruszieke planten op te sporen en te vernietigen of te verwijderen.",Stichting GreenPort Noord-Holland Noord,1318518,5.2892578,EFRO,538129,1601EN,Looptijd: van  1 juli 2011 tot 31 december 2015
50000,Theater en cultuur Hertme in de Groene Poort,52.3001067, Het doel van deze verbouwing is het in alle opzichten verbeteren van de toegankelijkheid en de veiligheid.,Gemeente Borne,204000,6.757185,EFRO,207000,7622 DG,Looptijd: van  1 januari 2009 tot 30 september 2010
1174609,Gecombineerde realtime CT/NG Testkit,50.9378164,"Het project beoogt het ontwikkelen van een snelle, specifieke en gevoelige test voor zowel Chlamydia Trachomatis (CT) als voor Neisseria Gonorrhoe (NG), een unieke gecombineerde test met een hoge mate van betrouwbaarheid. Naast de ontwikkeling van de testkit zal een geautomatiseerd systeem voor monstervoorbereiding en analyse worden ontwikkeld.",Goffin Molecular Technologies B.V.,125000,5.7911092,EFRO,125000,6191 AB,Looptijd: van  3 juni 2008 tot 31 december 2010
7731622,Life Science Incubator Utrecht,52.0843275,"Nieuwe stimulerende werkomgeving voor jonge life science bedrijven Het Utrecht Science Park (USP) is de bakermat van vele toonaangevende kennisinstellingen, waaronder de Universiteit Utrecht. De USP is ook de thuisbasis voor de op één na grootste Nederlandse instelling voor hoger beroepsonderwijs, de Hogeschool Utrecht. Voor de regio Utrecht is gebleken dat het Utrecht Science Park de voorkeurslocatie is voor innovatieve en R&amp,D-gedreven life sciences bedrijven en hun spin off. Voor veel van dit soort bedrijven op het gebied van medische technologie is het van essentieel belang dat ze kunnen beschikken over laboratoriumruimte, om hun bedrijf te kunnen starten en te laten groeien. Het vinden van dergelijke huisvesting is echter niet zo makkelijk als het vinden van kantoorruimte. Op het Utrecht Science Park oversteeg de vraag naar passende bedrijfsruimte voor life science bedrijven het aanbod. De bouw van een tweede Life Sciences Incubator (LSI), naast de al bestaande bracht uitkomst. Kansen voor West heeft aan deze nieuwbouw bijgedragen. De Life Science Incubator is een verzamelgebouw voor startende bedrijven op het gebied van life sciences. Met een bruto oppervlakte van 6.200 m2 verzorgt de tweede Incubator een geïntegreerd pakket diensten zoals werkruimte, services, cultuur, coaching, netwerk en (toegang tot) kapitaal. Dit maakt het mogelijk voor hoogwaardige starters om versneld te groeien naar een succesvolle onderneming. De bedrijven in deze tweede incubator houden zich vooral bezig met chemisch analytisch en micro- biologisch onderzoek. Samenwerking tussen : Stichting Incubator Utrecht, gemeente Utrecht, provincie Utrecht.",Stichting Incubator Utrecht,4067863,5.1753062,EFRO,2828581,3584CM,Looptijd: van 19 juli 2012 tot 31 december 2015
96574,Humanimal,52.5069006,"Samenwerking: Centraal Veterinair Instituut, Stichting Dutch Collaborative Biobank (DCB) en de Ontwikkelingsmaatschappij Flevoland bv (OMFL) 
Er bestaan infectieziekten waar alleen dieren ziek van worden, er bestaan infectieziekten waar alleen de mens ziek van kan worden, maar er is ook een grote groep ziekten waar zowel dier als mens ziek van kunnen worden. Deze ziekten, die zowel voor mens als dier gevaarlijk zijn, en van dier op mens overgebracht kunnen worden worden zoönosen genoemd. Voorbeelden zijn Q-koorts, ziekte van Lyme en Vogelgriep.
Het Centraal Veterinair Instituut (CVI) van Wageningen UR is een internationaal gerenom-meerd en erkend onderzoeksinstituut op het gebied van besmettelijke dierziekten. Het CVI werkt aan de beheersing van het probleem van antibioticaresistentie, de preventie en bestrijding van besmettelijke dierziekten en het ontwikkelen van diagnostica en biologicals, die nodig zijn om dit effectief te kunnen doen.
Het CVI ontvangt subsidie vanuit het Operationeel Programma Kansen voor West voor de realisatie van een Emerging Disease Campus (EDC).  De EDC is dé plek waar ideeën op het gebied van (infectie)ziekten ondersteund en op weg geholpen worden en bedoelt om kennis en onderzoeksresultaten opgedaan door het CVI op de markt te kunnen brengen. Het EDC richt zich op vier hoofd activiteiten:
- Het ontwikkelen van een valorisatiesysteem.
- Het uitvoeren van twee onderzoeksprojecten om het valorisatiemodel te kunnen testen.
- Opzetten Biobank
- Ondersteunen van startende bedrijven
Tijdens de Europa Kijkdagen laat het EDC wat van de activiteiten zien aan de hand van folders, een filmpje, een banner en enkele testjes.",Ontwikkelingsmaatschappij Flevoland B.V.,486607,5.4707614,EFRO,388788,8232 PH,Looptijd: van 15 juli 2011 tot 31 december 2013
